geneid,pval.1v2,pval.1v3,pval.2v3,padj.1v2,padj.1v3,padj.2v3,l2fc.1v2,l2fc.1v3,l2fc.2v3,grp1_median,grp2_median,grp3_median,external_gene_name,description,entrezgene_id
ENSG00000198680,0.002785461,0.081078521,0.11368485,0.016537815,0.299144423,0.473788133,-0.428770008,-0.222613884,0.206156124,196,279.5,230,TUSC1,tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:HGNC:31010],286319
ENSG00000185028,0.002787147,0.208520101,0.039655711,0.016539484,0.492666366,0.298083204,-0.677315994,-0.252392954,0.42492304,1282,1862.5,1348,LRRC14B,leucine rich repeat containing 14B [Source:HGNC Symbol;Acc:HGNC:37268],389257
ENSG00000179965,0.002792667,0.434237763,0.012047191,0.016564827,0.700009122,0.171546311,0.493608171,0.113080819,-0.380527352,91,73,86,ZNF771,zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653],51333
ENSG00000277737,0.002795344,0.000732147,0.995779039,0.01657329,0.017906608,0.998589901,-0.767793736,-0.769029501,-0.001235764,182,288,322,FP325317.1,aquaporin 7 (AQP7) pseudogene,
ENSG00000112242,0.002804607,0.161911534,0.055568948,0.016620327,0.43363107,0.346671785,0.269119111,0.111295005,-0.157824107,419,352,380,E2F3,E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115],1871
ENSG00000134265,0.002807039,0.048457467,0.174279274,0.016620327,0.226197406,0.558342276,0.234752873,0.137242279,-0.097510594,1258,1130.5,1073,NAPG,NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642],8774
ENSG00000147144,0.002806979,0.056274333,0.159009621,0.016620327,0.247111239,0.540317263,-0.426328319,-0.245792814,0.180535505,51,69,57,CCDC120,coiled-coil domain containing 120 [Source:HGNC Symbol;Acc:HGNC:28910],90060
ENSG00000100445,0.002809767,0.025721889,0.268153721,0.016629057,0.155705518,0.652047928,-0.245792827,-0.162822488,0.082970339,952,1189.5,1041,SDR39U1,short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275],56948
ENSG00000267034,0.002815951,0.065342826,0.137705982,0.016658217,0.266620453,0.512111875,-1.12023935,-0.617010534,0.503228816,23,64,30,AC010980.2,novel transcript,
ENSG00000165733,0.002821755,0.197716169,0.043349518,0.016685103,0.480771274,0.307230063,0.167837459,0.064072824,-0.103764635,1257,1170,1146,BMS1,BMS1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505],9790
ENSG00000204396,0.002828868,0.173155785,0.051198291,0.016719705,0.449013999,0.330929178,0.471942136,0.190319477,-0.281622659,485,334.5,366,VWA7,von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939],80737
ENSG00000106305,0.002831307,0.042265421,0.194461341,0.016726664,0.209619412,0.580719852,-0.226583157,-0.136927251,0.089655906,743,888,839,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609],7965
ENSG00000133121,0.002839187,0.034309286,0.224356773,0.016765744,0.183921633,0.611168597,-0.255755195,-0.160906029,0.094849166,1046,1347.5,1175,STARD13,StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164],90627
ENSG00000187554,0.002840648,0.001375154,0.883844264,0.016766906,0.025680213,0.967456793,-0.615103494,-0.588046648,0.027056846,51,74,62,TLR5,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851],7100
ENSG00000124795,0.00284506,0.00274154,0.71802119,0.016785473,0.040517948,0.911793516,-0.254572984,-0.226501208,0.028071776,1912,2159.5,2055,DEK,DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768],7913
ENSG00000160877,0.002847993,0.946867741,0.001354302,0.016795306,0.979217127,0.052518383,0.274764763,0.0054258,-0.269338964,950,872.5,952,NACC1,nucleus accumbens associated 1 [Source:HGNC Symbol;Acc:HGNC:20967],112939
ENSG00000107771,0.002853079,0.115560327,0.08146332,0.016817817,0.362814592,0.411256374,0.226253938,0.105688672,-0.120565266,6075,5256,5380,CCSER2,coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197],54462
ENSG00000160712,0.002866172,0.00214071,0.776975829,0.016887488,0.034233288,0.930514146,-0.353958046,-0.323376294,0.030581752,442,575.5,519,IL6R,interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019],3570
ENSG00000126107,0.002867919,0.053077251,0.166262581,0.01689027,0.239026933,0.548703769,-0.18885871,-0.109081505,0.079777205,601,732,626,HECTD3,HECT domain E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:26117],79654
ENSG00000130311,0.002872003,0.034667263,0.225692779,0.016906814,0.184943224,0.612511782,0.174145133,0.109276211,-0.064868922,630,552.5,556,DDA1,DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360],79016
ENSG00000107959,0.002879094,0.189830578,0.046166107,0.016933515,0.471768785,0.314886967,0.227760142,0.088706767,-0.139053375,3174,2804,2899,PITRM1,pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663],10531
ENSG00000183091,0.002878069,0.331213863,0.020115209,0.016933515,0.615494423,0.220417813,1.585327433,0.457390063,-1.12793737,668,225,476,NEB,nebulin [Source:HGNC Symbol;Acc:HGNC:7720],4703
ENSG00000142751,0.002883191,0.056917459,0.158150695,0.016950093,0.248355997,0.539856477,0.17612998,0.099623228,-0.076506752,503,467.5,459,GPN2,GPN-loop GTPase 2 [Source:HGNC Symbol;Acc:HGNC:25513],54707
ENSG00000165732,0.00288524,0.014631369,0.37076023,0.016954623,0.110775593,0.733524073,0.23270696,0.168834972,-0.063871988,1372,1201,1139,DDX21,DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744],9188
ENSG00000079156,0.002896458,0.741653005,0.003260528,0.017013,0.888676435,0.085763539,0.464596819,0.045365382,-0.419231437,317,261.5,299,OSBPL6,oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388],114880
ENSG00000025293,0.00290123,0.292233587,0.025154853,0.017033483,0.57987437,0.245930578,0.183835674,0.057525319,-0.126310355,1108,926.5,988,PHF20,PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098],51230
ENSG00000176454,0.002903798,0.022879019,0.291595476,0.017041011,0.145192508,0.67059607,-0.46448671,-0.31453434,0.14995237,1105,1830.5,1373,LPCAT4,lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059],254531
ENSG00000161281,0.0029055,0.050213106,0.172882231,0.017041708,0.231429902,0.556286345,-0.316498301,-0.184374129,0.132124172,6270,7837,7186,COX7A1,cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287],1346
ENSG00000182473,0.002906487,0.318377324,0.021845529,0.017041708,0.602702867,0.229846176,0.12577176,0.037323457,-0.088448302,2939,2725.5,2578,EXOC7,exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214],23265
ENSG00000105576,0.00290969,0.067063536,0.137972244,0.017052944,0.271137936,0.512111875,0.16453504,0.089622764,-0.074912276,1722,1511,1436,TNPO2,transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998],30000
ENSG00000152661,0.002915156,0.661529951,0.004535275,0.017077431,0.846528509,0.103841344,-0.328603569,-0.04280973,0.285793839,14284,19876,13781,GJA1,gap junction protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:4274],2697
ENSG00000114315,0.002917753,0.141395182,0.066939136,0.017085091,0.404592257,0.37747794,-0.379201042,-0.167091943,0.212109099,185,248.5,201,HES1,hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192],3280
ENSG00000177565,0.002919417,0.00024426,0.764689263,0.01708729,0.008521472,0.925616635,0.226906663,0.247743822,0.020837158,3319,2885,2511,TBL1XR1,transducin beta like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529],79718
ENSG00000112339,0.002926102,0.877778002,0.001868884,0.017118856,0.953028738,0.062895838,0.15841668,0.007245061,-0.151171619,1933,1821.5,1838,HBS1L,HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834],10767
ENSG00000066926,0.002932177,0.215452039,0.039652312,0.017146831,0.501271969,0.298083204,0.249865041,0.09207872,-0.157786321,1489,1249.5,1307,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647],2235
ENSG00000071054,0.00293475,0.004604604,0.610234747,0.017149824,0.055493856,0.86471418,0.282442994,0.238272354,-0.04417064,4263,3733,3764,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866],9448
ENSG00000181788,0.002936569,0.000687382,0.96972867,0.017149824,0.017161261,0.994406944,0.240575046,0.243390877,0.00281583,514,454.5,429,SIAH2,siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:10858],6478
ENSG00000237172,0.002935286,0.004097732,0.636518455,0.017149824,0.052084018,0.875061409,0.336224307,0.287232641,-0.048991666,362,263.5,273,B3GNT9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]",84752
ENSG00000091640,0.002946213,0.010261592,0.444021962,0.017190995,0.08932875,0.782482861,-0.200827067,-0.153709989,0.047117078,2310,2680.5,2506,SPAG7,sperm associated antigen 7 [Source:HGNC Symbol;Acc:HGNC:11216],9552
ENSG00000170681,0.002945018,0.011954316,0.412491323,0.017190995,0.097909978,0.760754631,0.587858942,0.440013094,-0.147845848,2067,1596,1581,CAVIN4,caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742],347273
ENSG00000117280,0.002947813,0.00042617,0.87126393,0.017192765,0.012499417,0.964725098,0.322554023,0.338648385,0.016094362,688,516,480,RAB29,"RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]",8934
ENSG00000116977,0.002964461,0.011918856,0.414592404,0.017282262,0.097777395,0.762533482,0.25571169,0.191631797,-0.064079894,3484,2962.5,2823,LGALS8,galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569],3964
ENSG00000116815,0.002972068,0.003700442,0.663755471,0.017303781,0.048910032,0.886088743,-0.352127157,-0.305231476,0.04689568,521,658,637,CD58,CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688],965
ENSG00000197102,0.002971383,0.038537486,0.212062472,0.017303781,0.197484133,0.598151531,0.353292858,0.21791428,-0.135378578,14726,11298.5,11736,DYNC1H1,dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961],1778
ENSG00000197860,0.002970925,0.061163424,0.15059033,0.017303781,0.258053394,0.529436983,0.39364587,0.219225036,-0.174420834,289,214.5,233,SGTB,small glutamine rich tetratricopeptide repeat containing beta [Source:HGNC Symbol;Acc:HGNC:23567],54557
ENSG00000157869,0.002981539,0.001850685,0.818718114,0.017351299,0.031349318,0.946394862,0.197725213,0.183738352,-0.013986861,705,619,596,RAB28,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]",9364
ENSG00000137944,0.002990088,0.03750865,0.21906369,0.017387701,0.194204545,0.60679635,-0.346762004,-0.216417044,0.13034496,209,288.5,230,KYAT3,kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238],56267
ENSG00000230630,0.002990417,0.191316502,0.047155387,0.017387701,0.473408861,0.317776747,-0.533301381,-0.209331888,0.323969493,107,171,137,DNM3OS,DNM3 opposite strand/antisense RNA [Source:HGNC Symbol;Acc:HGNC:41228],
ENSG00000166896,0.002993996,0.010184075,0.454141356,0.017400881,0.089284108,0.787514972,-0.459877376,-0.355040059,0.104837317,102,133.5,106,ATP23,ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:HGNC Symbol;Acc:HGNC:29452],91419
ENSG00000206384,0.003003569,0.140332272,0.068503936,0.017448867,0.403116994,0.382381761,-1.03435487,-0.455934116,0.578420754,170,338,212,COL6A6,collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023],131873
ENSG00000060656,0.003007655,0.014288486,0.383713877,0.017464951,0.109509589,0.74222772,-0.404792635,-0.296640594,0.108152041,424,622,463,PTPRU,protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683],10076
ENSG00000005812,0.0030203,0.991091319,0.001190792,0.017530699,0.997653554,0.048720146,-0.219328701,-0.000733453,0.218595248,1330,1546,1218,FBXL3,F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599],26224
ENSG00000234814,0.003027626,0.069372567,0.136580354,0.01756553,0.275846468,0.511504399,0.913089245,0.492643825,-0.42044542,97,45,57,SVIL2P,"supervillin family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:44959]",
ENSG00000180425,0.003032005,0.064185384,0.147582888,0.017583239,0.264636943,0.525845407,-0.276507307,-0.153688637,0.122818671,352,429,371,C11orf71,chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937],54494
ENSG00000141699,0.003042073,0.018190345,0.342512861,0.017633915,0.125201934,0.710176051,-0.192492073,-0.136398514,0.056093559,731,827,762,RETREG3,reticulophagy regulator family member 3 [Source:HGNC Symbol;Acc:HGNC:27258],162427
ENSG00000131469,0.003050699,0.027738676,0.266913563,0.017675007,0.162569244,0.651173701,-0.233188373,-0.153516124,0.079672249,3592,4071,3853,RPL27,ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328],6155
ENSG00000168970,0.003051829,0.056811162,0.16422378,0.017675007,0.248236216,0.546096256,-0.411604327,-0.236630827,0.1749735,98,143.5,118,JMJD7-PLA2G4B,JMJD7-PLA2G4B readthrough [Source:HGNC Symbol;Acc:HGNC:34449],8681
ENSG00000169239,0.003056834,0.505073466,0.00928816,0.017696266,0.749702534,0.150713751,-0.420515032,-0.084875218,0.335639814,104,152,108,CA5B,carbonic anhydrase 5B [Source:HGNC Symbol;Acc:HGNC:1378],11238
ENSG00000110107,0.003067246,0.512322939,0.009112029,0.017748793,0.754380882,0.149785556,-0.154835956,-0.03054962,0.124286337,778,958.5,800,PRPF19,pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896],27339
ENSG00000103544,0.003074052,0.014292454,0.38973144,0.017764911,0.109509589,0.746923824,0.144207274,0.105804594,-0.03840268,895,836,760,VPS35L,VPS35 endosomal protein sorting factor like [Source:HGNC Symbol;Acc:HGNC:24641],57020
ENSG00000104765,0.003073613,0.20947077,0.042758144,0.017764911,0.493768491,0.305261692,-0.231750821,-0.087162786,0.144588035,1614,1820.5,1588,BNIP3L,BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085],665
ENSG00000145990,0.003072891,0.385823908,4.37475E-05,0.017764911,0.664182256,0.006987479,0.356813944,-0.092502714,-0.449316658,2365,2099.5,2389,GFOD1,glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096],54438
ENSG00000142207,0.003081335,0.723334027,0.003733741,0.017799243,0.879585324,0.093126435,0.381964133,0.040416996,-0.341547137,1125,857,1043,URB1,URB1 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:17344],9875
ENSG00000165650,0.003087888,0.434726944,0.013011583,0.017829325,0.700009122,0.178565794,0.259424078,0.060571393,-0.198852686,938,833.5,863,PDZD8,PDZ domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26974],118987
ENSG00000096401,0.003093598,0.018290159,0.341968232,0.017854519,0.125763819,0.709920502,0.185952759,0.131368817,-0.054583942,1664,1511.5,1461,CDC5L,cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743],988
ENSG00000204977,0.003097728,0.156257364,0.062831977,0.017870572,0.425709799,0.369083459,-0.161859096,-0.069190024,0.092669072,664,782.5,625,TRIM13,tripartite motif containing 13 [Source:HGNC Symbol;Acc:HGNC:9976],10206
ENSG00000101665,0.003101782,1.35256E-05,0.325695105,0.017884835,0.001228141,0.694728882,0.361417595,0.471352923,0.109935328,762,580,464,SMAD7,SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773],4092
ENSG00000148343,0.003102898,0.18797134,0.049761353,0.017884835,0.470354107,0.326565484,0.207749496,0.081856499,-0.125892997,1369,1125,1206,MIGA2,mitoguardin 2 [Source:HGNC Symbol;Acc:HGNC:23621],84895
ENSG00000004961,0.003114977,0.311782287,0.024023079,0.017941306,0.596435465,0.238557268,0.189764357,0.057463338,-0.132301019,1530,1317,1421,HCCS,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],3052
ENSG00000198482,0.003115402,0.257357206,0.03250171,0.017941306,0.545740606,0.277111282,0.365813221,0.123730072,-0.242083149,311,233,275,ZNF808,zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230],388558
ENSG00000053501,0.003127553,0.000821186,0.981667114,0.017995645,0.019013908,0.996921619,-0.256652475,-0.258461419,-0.001808944,291,362.5,332,USE1,unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882],55850
ENSG00000147124,0.003127167,0.326483321,0.022445955,0.017995645,0.610894762,0.232837267,0.187928292,0.055190602,-0.13273769,799,698,730,ZNF41,zinc finger protein 41 [Source:HGNC Symbol;Acc:HGNC:13107],7592
ENSG00000153201,0.003131596,0.04342015,0.201315629,0.018011092,0.212249603,0.587614028,0.244707846,0.148124409,-0.096583437,4025,3267,3375,RANBP2,RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848],5903
ENSG00000097033,0.00313437,0.181224092,0.052396248,0.01801923,0.460527673,0.334729548,0.17064892,0.068385839,-0.102263081,4487,3930.5,3822,SH3GLB1,"SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]",51100
ENSG00000110717,0.003141317,0.150037264,0.065750748,0.018043518,0.416441049,0.376159102,-0.260442411,-0.112492627,0.147949784,2737,3397.5,2846,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715],4728
ENSG00000117266,0.003140225,0.943959006,0.001527121,0.018043518,0.978533563,0.056550405,0.229810322,0.004841966,-0.224968356,5068,4034,4624,CDK18,cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751],5129
ENSG00000211445,0.003147066,0.564990187,0.000146941,0.01806871,0.789760301,0.015467359,0.499671906,-0.086223464,-0.58589537,13752,8933.5,12706,GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555],2878
ENSG00000101407,0.003157075,0.023188128,0.305868543,0.018118328,0.146415409,0.677454131,0.168431396,0.11478036,-0.053651036,481,437,435,TTI1,TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29029],9675
ENSG00000111674,0.00316014,0.00015438,0.661768715,0.018128071,0.006223676,0.885876573,0.514482179,0.584220575,0.069738396,660,384,342,ENO2,enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353],2026
ENSG00000119917,0.00316526,0.357867002,0.019132837,0.018133394,0.639558217,0.215101097,-0.512279121,-0.141602547,0.370676574,550,644.5,585,IFIT3,interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411],3437
ENSG00000131467,0.003164282,0.111261265,0.092323563,0.018133394,0.356019935,0.433249725,0.112477902,0.053788819,-0.058689083,1444,1415,1344,PSME3,proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570],10197
ENSG00000137992,0.003166539,0.229972069,0.038499362,0.018133394,0.518404986,0.293831916,0.302630123,0.108986497,-0.193643626,3210,2746.5,2882,DBT,dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698],1629
ENSG00000247809,0.003165977,0.01475617,0.394627592,0.018133394,0.111465837,0.74910422,-0.563410383,-0.417721772,0.145688611,39,55.5,49,NR2F2-AS1,NR2F2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44222],
ENSG00000101152,0.003173023,0.124709444,0.081456136,0.018157947,0.378150297,0.411256374,0.166552592,0.076739699,-0.089812893,2294,2074.5,2093,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235],80331
ENSG00000112276,0.003173566,0.01573281,0.373568223,0.018157947,0.115252095,0.735831459,0.510572575,0.370073214,-0.140499362,2968,2144,2078,BVES,blood vessel epicardial substance [Source:HGNC Symbol;Acc:HGNC:1152],11149
ENSG00000101911,0.003175299,0.690227752,0.004352471,0.018160028,0.861341549,0.100523887,-0.391684054,-0.047931755,0.343752299,65,93.5,69,PRPS2,phosphoribosyl pyrophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:9465],5634
ENSG00000164970,0.003183944,0.311670483,0.024555524,0.018201618,0.596307633,0.242392097,0.218503839,0.066292007,-0.152211832,859,783,772,FAM219A,family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920],203259
ENSG00000164134,0.003196391,0.151366186,0.066130647,0.018264895,0.418665039,0.37645258,0.212615321,0.091582376,-0.121032945,1458,1285.5,1291,NAA15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]",80155
ENSG00000019582,0.003200043,0.393911153,0.016210617,0.01826871,0.668848731,0.199539599,-0.505180977,-0.129423403,0.375757574,3798,6326.5,3820,CD74,CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697],972
ENSG00000160445,0.003200348,0.089360928,0.113895122,0.01826871,0.315152387,0.474068329,0.168389654,0.085930858,-0.082458796,2582,2415.5,2344,ZER1,zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960],10444
ENSG00000171984,0.003201253,0.002000107,0.848469679,0.01826871,0.032903613,0.957298398,-0.335853098,-0.316446417,0.01940668,61,76,71,SHLD1,shieldin complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26318],149840
ENSG00000185847,0.003202571,0.867683824,0.000700207,0.01826871,0.948400442,0.037130586,1.327302357,-0.066123061,-1.393425418,105,43,132,LINC01405,long intergenic non-protein coding RNA 1405 [Source:HGNC Symbol;Acc:HGNC:50688],
ENSG00000137942,0.003205502,0.300067149,0.026176843,0.018277564,0.58732157,0.251545123,0.214779041,0.066834854,-0.147944187,1777,1448,1466,FNBP1L,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851],54874
ENSG00000139914,0.003218606,0.004588798,0.633928518,0.018344393,0.055404097,0.87404996,-0.4305918,-0.367174485,0.063417315,893,1274,1227,FITM1,fat storage inducing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:33714],161247
ENSG00000099901,0.003222685,0.343858427,0.020986611,0.018359749,0.626602222,0.225076471,-0.231129989,-0.066222233,0.164907756,431,499,445,RANBP1,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],5902
ENSG00000008869,0.003241388,0.184683343,0.05253679,0.018458371,0.465711209,0.335007321,-0.278256951,-0.111239277,0.167017674,1115,1403.5,1128,HEATR5B,HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273],54497
ENSG00000007341,0.003246694,0.293930964,0.027854193,0.018480647,0.581719977,0.261615997,0.199152632,0.06270169,-0.136450942,349,292.5,308,ST7L,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441],54879
ENSG00000092094,0.003264249,0.006603574,0.559973498,0.018572597,0.068554097,0.836772979,-0.289341834,-0.237188395,0.052153439,536,658,583,OSGEP,O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028],55644
ENSG00000006210,0.003267723,0.911540426,0.000857238,0.018584384,0.965094089,0.041475949,-0.382826237,0.012839702,0.395665939,653,844,646,CX3CL1,C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647],6376
ENSG00000114353,0.003274784,0.237683953,0.037813961,0.018616556,0.526044791,0.291112112,-0.180550179,-0.0642808,0.116269379,3233,4099.5,3287,GNAI2,G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385],2771
ENSG00000226084,0.003277957,0.024982397,0.297950234,0.018626608,0.152834165,0.673635233,-0.482529472,-0.327687699,0.154841774,123,146.5,148,AC113935.1,ribosomal protein L17 (RPL17) pseudogene,
ENSG00000134153,0.003281268,0.092937777,0.112064834,0.018637432,0.322245235,0.470113604,-0.212793631,-0.108054974,0.104738657,832,894,871,EMC7,ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24301],56851
ENSG00000164291,0.003283794,0.228267819,0.04040056,0.018643791,0.516583556,0.300019662,-0.299342661,-0.109706772,0.189635889,190,248,183,ARSK,arylsulfatase family member K [Source:HGNC Symbol;Acc:HGNC:25239],153642
ENSG00000168062,0.003291784,0.269355937,0.031692389,0.018681156,0.558381807,0.274784824,-0.478754714,-0.162183592,0.316571122,56,81,58,BATF2,basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163],116071
ENSG00000089775,0.003303651,0.010334582,0.46611574,0.018740481,0.089624856,0.794184243,0.22976366,0.177602862,-0.052160798,795,656.5,626,ZBTB25,zinc finger and BTB domain containing 25 [Source:HGNC Symbol;Acc:HGNC:13112],7597
ENSG00000150768,0.003310554,0.144724561,0.071255581,0.018771603,0.408563353,0.389654186,0.201909641,0.088772091,-0.11313755,5537,5305,5106,DLAT,dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896],1737
ENSG00000181163,0.00334211,0.000767142,0.960155789,0.018942435,0.018351713,0.990798263,0.188168178,0.191091784,0.002923607,6672,6350.5,5467,NPM1,nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910],4869
ENSG00000174749,0.003351477,0.673291079,0.000287167,0.018987408,0.852268143,0.024101724,-0.304261237,0.038826161,0.343087398,1140,1267,940,FAM241A,family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813],132720
ENSG00000153551,0.003353712,0.057184112,0.174748681,0.018990873,0.248635544,0.559238036,-0.518528379,-0.303316844,0.215211535,37,54,45,CMTM7,CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178],112616
ENSG00000258301,0.003354954,0.000474748,0.830541653,0.018990873,0.013351894,0.949917237,-0.328434998,-0.349877673,-0.021442675,82,106.5,100,VASH1-AS1,VASH1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53215],
ENSG00000160013,0.0033684,0.139798732,0.075082746,0.019050715,0.402743232,0.396878775,-0.737832649,-0.331261807,0.406570842,65,113,81,PTGIR,prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602],5739
ENSG00000170445,0.003368348,0.025850209,0.295115045,0.019050715,0.155722392,0.671877066,0.161659862,0.1088476,-0.052812262,1070,976.5,975,HARS1,histidyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4816],3035
ENSG00000099999,0.003374116,0.098136786,0.108250856,0.019074906,0.332673286,0.463827276,0.474857672,0.236264864,-0.238592808,158,128.5,132,RNF215,ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434],200312
ENSG00000145934,0.00337639,0.038151915,0.22989389,0.019079624,0.196266954,0.617569059,0.365721973,0.229072042,-0.136649931,11260,8904,9624,TENM2,teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943],57451
ENSG00000117477,0.003378364,0.653090487,0.005644235,0.019082647,0.842219902,0.117097996,0.791269609,0.105732832,-0.685536777,54,25.5,41,CCDC181,coiled-coil domain containing 181 [Source:HGNC Symbol;Acc:HGNC:28051],57821
